string,case,gender,number,value,order,num_class,scale
первых,prepositional,,plural,1,0,ordinal,False
два,nominative,masculine,,2,0,cardinal,False
две,nominative,feminine,,2,0,cardinal,False
два,nominative,neuter,,2,0,cardinal,False
два,nominative,masculine,plural,2,0,cardinal,False
двух,genetive,,,2,0,cardinal,False
двум,dative,,,2,0,cardinal,False
два,accusative,,,2,0,cardinal,False
двумя,instrumental,,,2,0,cardinal,False
двух,prepositional,,,2,0,cardinal,False
второй,nominative,masculine,,2,0,ordinal,False
вторая,nominative,feminine,,2,0,ordinal,False
второе,nominative,neuter,,2,0,ordinal,False
вторые,nominative,,plural,2,0,ordinal,False
второго,genetive,masculine,,2,0,ordinal,False
второй,genetive,feminine,,2,0,ordinal,False
второго,genetive,neuter,,2,0,ordinal,False
вторых,genetive,,plural,2,0,ordinal,False
второму,dative,masculine,,2,0,ordinal,False
второй,dative,feminine,,2,0,ordinal,False
второму,dative,neuter,,2,0,ordinal,False
вторым,dative,,plural,2,0,ordinal,False
второй,accusative,masculine,,2,0,ordinal,False
вторую,accusative,feminine,,2,0,ordinal,False
второе,accusative,neuter,,2,0,ordinal,False
вторые,accusative,,plural,2,0,ordinal,False
вторым,instrumental,masculine,,2,0,ordinal,False
второй,instrumental,feminine,,2,0,ordinal,False
вторым,instrumental,neuter,,2,0,ordinal,False
вторыми,instrumental,,plural,2,0,ordinal,False
втором,prepositional,masculine,,2,0,ordinal,False
второй,prepositional,feminine,,2,0,ordinal,False
втором,prepositional,neuter,,2,0,ordinal,False
вторых,prepositional,,plural,2,0,ordinal,False
двое,nominative,,,2,0,collective,False
двоих,genetive,,,2,0,collective,False
двоим,dative,,,2,0,collective,False
двоих,accusative,,,2,0,collective,False
двоими,instrumental,,,2,0,collective,False
двоих,prepositional,,,2,0,collective,False
оба,nominative,masculine,,2,0,collective,False
обе,nominative,neuter,,2,0,collective,False
обоих,genetive,masculine,,2,0,collective,False
обеих,genetive,neuter,,2,0,collective,False
обоим,dative,masculine,,2,0,collective,False
обеим,dative,neuter,,2,0,collective,False
оба обоих,accusative,masculine,,2,0,collective,False
обе обеих,accusative,neuter,,2,0,collective,False
обоими,instrumental,masculine,,2,0,collective,False
обеими,instrumental,neuter,,2,0,collective,False
обоих,prepositional,masculine,,2,0,collective,False
обеих,prepositional,neuter,,2,0,collective,False
три,nominative,,,3,0,cardinal,False
трёх,genetive,,,3,0,cardinal,False
трём,dative,,,3,0,cardinal,False
три,accusative,,,3,0,cardinal,False
тремя,instrumental,,,3,0,cardinal,False
трёх,prepositional,,,3,0,cardinal,False
третий,nominative,masculine,,3,0,ordinal,False
третья,nominative,feminine,,3,0,ordinal,False
третье,nominative,neuter,,3,0,ordinal,False
третьи,nominative,,plural,3,0,ordinal,False
третьего,genetive,masculine,,3,0,ordinal,False
третьей,genetive,feminine,,3,0,ordinal,False
третьего,genetive,neuter,,3,0,ordinal,False
третьих,genetive,,plural,3,0,ordinal,False
третьему,dative,masculine,,3,0,ordinal,False
третьей,dative,feminine,,3,0,ordinal,False
третьему,dative,neuter,,3,0,ordinal,False
третьим,dative,,plural,3,0,ordinal,False
третий,accusative,masculine,,3,0,ordinal,False
третью,accusative,feminine,,3,0,ordinal,False
третье,accusative,neuter,,3,0,ordinal,False
третьи,accusative,,plural,3,0,ordinal,False
третьим,instrumental,masculine,,3,0,ordinal,False
третьей,instrumental,feminine,,3,0,ordinal,False
третьим,instrumental,neuter,,3,0,ordinal,False
третьими,instrumental,,plural,3,0,ordinal,False
третьем,prepositional,masculine,,3,0,ordinal,False
третьей,prepositional,feminine,,3,0,ordinal,False
третьем,prepositional,neuter,,3,0,ordinal,False
третьих,prepositional,,plural,3,0,ordinal,False
трое,nominative,,,3,0,collective,False
троих,genetive,,,3,0,collective,False
троим,dative,,,3,0,collective,False
троих,accusative,,,3,0,collective,False
троими,instrumental,,,3,0,collective,False
троих,prepositional,,,3,0,collective,False
четыре,nominative,,,4,1,cardinal,False
четырёх,genetive,,,4,1,cardinal,False
четырём,dative,,,4,1,cardinal,False
четыре,accusative,,,4,1,cardinal,False
четырьмя,instrumental,,,4,1,cardinal,False
четырёх,prepositional,,,4,1,cardinal,False
четвёртый,nominative,masculine,,4,1,ordinal,False
четвёртая,nominative,feminine,,4,1,ordinal,False
четвёртое,nominative,neuter,,4,1,ordinal,False
четвёртые,nominative,,plural,4,1,ordinal,False
четвёртого,genetive,masculine,,4,1,ordinal,False
четвёртой,genetive,feminine,,4,1,ordinal,False
четвёртого,genetive,neuter,,4,1,ordinal,False
четвёртых,genetive,,plural,4,1,ordinal,False
четвёртому,dative,masculine,,4,1,ordinal,False
четвёртой,dative,feminine,,4,1,ordinal,False
четвёртому,dative,neuter,,4,1,ordinal,False
четвёртым,dative,,plural,4,1,ordinal,False
четвёртый,accusative,masculine,,4,1,ordinal,False
четвёртую,accusative,feminine,,4,1,ordinal,False
четвёртое,accusative,neuter,,4,1,ordinal,False
четвёртые,accusative,,plural,4,1,ordinal,False
четвёртым,instrumental,masculine,,4,1,ordinal,False
четвёртой,instrumental,feminine,,4,1,ordinal,False
четвёртым,instrumental,neuter,,4,1,ordinal,False
четвёртыми,instrumental,,plural,4,1,ordinal,False
четвёртом,prepositional,masculine,,4,1,ordinal,False
четвёртой,prepositional,feminine,,4,1,ordinal,False
четвёртом,prepositional,neuter,,4,1,ordinal,False
четвёртых,prepositional,,plural,4,1,ordinal,False
четверо,nominative,,,4,1,collective,False
четверых,genetive,,,4,1,collective,False
четверым,dative,,,4,1,collective,False
четверых,accusative,,,4,1,collective,False
четверыми,instrumental,,,4,1,collective,False
четверых,prepositional,,,4,1,collective,False
пять,nominative,,,5,1,cardinal,False
пяти,genetive,,,5,1,cardinal,False
пяти,dative,,,5,1,cardinal,False
пять,accusative,,,5,1,cardinal,False
пятью,instrumental,,,5,1,cardinal,False
пяти,prepositional,,,5,1,cardinal,False
пятый,nominative,masculine,,5,1,ordinal,False
пятая,nominative,feminine,,5,1,ordinal,False
пятое,nominative,neuter,,5,1,ordinal,False
пятые,nominative,,plural,5,1,ordinal,False
пятого,genetive,masculine,,5,1,ordinal,False
пятой,genetive,feminine,,5,1,ordinal,False
пятого,genetive,neuter,,5,1,ordinal,False
пятых,genetive,,plural,5,1,ordinal,False
пятому,dative,masculine,,5,1,ordinal,False
пятой,dative,feminine,,5,1,ordinal,False
пятому,dative,neuter,,5,1,ordinal,False
пятым,dative,,plural,5,1,ordinal,False
пятый,accusative,masculine,,5,1,ordinal,False
пятую,accusative,feminine,,5,1,ordinal,False
пятое,accusative,neuter,,5,1,ordinal,False
пятые,accusative,,plural,5,1,ordinal,False
пятым,instrumental,masculine,,5,1,ordinal,False
пятой,instrumental,feminine,,5,1,ordinal,False
пятым,instrumental,neuter,,5,1,ordinal,False
пятыми,instrumental,,plural,5,1,ordinal,False
пятом,prepositional,masculine,,5,1,ordinal,False
пятой,prepositional,feminine,,5,1,ordinal,False
пятом,prepositional,neuter,,5,1,ordinal,False
пятых,prepositional,,plural,5,1,ordinal,False
пятеро,nominative,,,5,1,collective,False
пятерых,genetive,,,5,1,collective,False
пятерым,dative,,,5,1,collective,False
пятерых,accusative,,,5,1,collective,False
пятерыми,instrumental,,,5,1,collective,False
пятерых,prepositional,,,5,1,collective,False
шесть,nominative,,,6,1,cardinal,False
шести,genetive,,,6,1,cardinal,False
шести,dative,,,6,1,cardinal,False
шесть,accusative,,,6,1,cardinal,False
шестью,instrumental,,,6,1,cardinal,False
шести,prepositional,,,6,1,cardinal,False
шестой,nominative,masculine,,6,1,ordinal,False
шестая,nominative,feminine,,6,1,ordinal,False
шестое,nominative,neuter,,6,1,ordinal,False
шестые,nominative,,plural,6,1,ordinal,False
шестого,genetive,masculine,,6,1,ordinal,False
шестой,genetive,feminine,,6,1,ordinal,False
шестого,genetive,neuter,,6,1,ordinal,False
шестых,genetive,,plural,6,1,ordinal,False
шестому,dative,masculine,,6,1,ordinal,False
шестой,dative,feminine,,6,1,ordinal,False
шестому,dative,neuter,,6,1,ordinal,False
шестым,dative,,plural,6,1,ordinal,False
шестой,accusative,masculine,,6,1,ordinal,False
шестую,accusative,feminine,,6,1,ordinal,False
шестое,accusative,neuter,,6,1,ordinal,False
шестые,accusative,,plural,6,1,ordinal,False
шестым,instrumental,masculine,,6,1,ordinal,False
шестой,instrumental,feminine,,6,1,ordinal,False
шестым,instrumental,neuter,,6,1,ordinal,False
шестыми,instrumental,,plural,6,1,ordinal,False
шестом,prepositional,masculine,,6,1,ordinal,False
шестой,prepositional,feminine,,6,1,ordinal,False
шестом,prepositional,neuter,,6,1,ordinal,False
шестых,prepositional,,plural,6,1,ordinal,False
шестеро,nominative,,,6,1,collective,False
шестерых,genetive,,,6,1,collective,False
шестерым,dative,,,6,1,collective,False
шестерых,accusative,,,6,1,collective,False
шестерыми,instrumental,,,6,1,collective,False
шестерых,prepositional,,,6,1,collective,False
семь,nominative,,,7,1,cardinal,False
семи,genetive,,,7,1,cardinal,False
семи,dative,,,7,1,cardinal,False
семь,accusative,,,7,1,cardinal,False
семью,instrumental,,,7,1,cardinal,False
семи,prepositional,,,7,1,cardinal,False
седьмой,nominative,masculine,,7,1,ordinal,False
седьмая,nominative,feminine,,7,1,ordinal,False
седьмое,nominative,neuter,,7,1,ordinal,False
седьмые,nominative,,plural,7,1,ordinal,False
седьмого,genetive,masculine,,7,1,ordinal,False
седьмой,genetive,feminine,,7,1,ordinal,False
седьмого,genetive,neuter,,7,1,ordinal,False
седьмых,genetive,,plural,7,1,ordinal,False
седьмому,dative,masculine,,7,1,ordinal,False
седьмой,dative,feminine,,7,1,ordinal,False
седьмому,dative,neuter,,7,1,ordinal,False
седьмым,dative,,plural,7,1,ordinal,False
седьмой,accusative,masculine,,7,1,ordinal,False
седьмую,accusative,feminine,,7,1,ordinal,False
седьмое,accusative,neuter,,7,1,ordinal,False
седьмые,accusative,,plural,7,1,ordinal,False
седьмым,instrumental,masculine,,7,1,ordinal,False
седьмой,instrumental,feminine,,7,1,ordinal,False
седьмым,instrumental,neuter,,7,1,ordinal,False
седьмыми,instrumental,,plural,7,1,ordinal,False
седьмом,prepositional,masculine,,7,1,ordinal,False
седьмой,prepositional,feminine,,7,1,ordinal,False
седьмом,prepositional,neuter,,7,1,ordinal,False
седьмых,prepositional,,plural,7,1,ordinal,False
семеро,nominative,,,7,1,collective,False
семерых,genetive,,,7,1,collective,False
семерым,dative,,,7,1,collective,False
семерых,accusative,,,7,1,collective,False
семерыми,instrumental,,,7,1,collective,False
семерых,prepositional,,,7,1,collective,False
восемь,nominative,,,8,1,cardinal,False
восьми,genetive,,,8,1,cardinal,False
восьми,dative,,,8,1,cardinal,False
восемь,accusative,,,8,1,cardinal,False
восьмью,instrumental,,,8,1,cardinal,False
восьми,prepositional,,,8,1,cardinal,False
восьмой,nominative,masculine,,8,1,ordinal,False
восьмая,nominative,feminine,,8,1,ordinal,False
восьмое,nominative,neuter,,8,1,ordinal,False
восьмые,nominative,,plural,8,1,ordinal,False
восьмого,genetive,masculine,,8,1,ordinal,False
восьмой,genetive,feminine,,8,1,ordinal,False
восьмого,genetive,neuter,,8,1,ordinal,False
восьмых,genetive,,plural,8,1,ordinal,False
восьмому,dative,masculine,,8,1,ordinal,False
восьмой,dative,feminine,,8,1,ordinal,False
восьмому,dative,neuter,,8,1,ordinal,False
восьмым,dative,,plural,8,1,ordinal,False
восьмой,accusative,masculine,,8,1,ordinal,False
восьмую,accusative,feminine,,8,1,ordinal,False
восьмое,accusative,neuter,,8,1,ordinal,False
восьмые,accusative,,plural,8,1,ordinal,False
восьмым,instrumental,masculine,,8,1,ordinal,False
восьмой,instrumental,feminine,,8,1,ordinal,False
восьмым,instrumental,neuter,,8,1,ordinal,False
восьмыми,instrumental,,plural,8,1,ordinal,False
восьмом,prepositional,masculine,,8,1,ordinal,False
восьмой,prepositional,feminine,,8,1,ordinal,False
восьмом,prepositional,neuter,,8,1,ordinal,False
восьмых,prepositional,,plural,8,1,ordinal,False
восьмеро,nominative,,,8,1,collective,False
восьмерых,genetive,,,8,1,collective,False
восьмерым,dative,,,8,1,collective,False
восьмерых,accusative,,,8,1,collective,False
восьмерыми,instrumental,,,8,1,collective,False
восьмерых,prepositional,,,8,1,collective,False
девять,nominative,,,9,1,cardinal,False
девяти,genetive,,,9,1,cardinal,False
девяти,dative,,,9,1,cardinal,False
девять,accusative,,,9,1,cardinal,False
девятью,instrumental,,,9,1,cardinal,False
девяти,prepositional,,,9,1,cardinal,False
девятый,nominative,masculine,,9,1,ordinal,False
девятая,nominative,feminine,,9,1,ordinal,False
девятое,nominative,neuter,,9,1,ordinal,False
девятые,nominative,,plural,9,1,ordinal,False
девятого,genetive,masculine,,9,1,ordinal,False
девятой,genetive,feminine,,9,1,ordinal,False
девятого,genetive,neuter,,9,1,ordinal,False
девятых,genetive,,plural,9,1,ordinal,False
девятому,dative,masculine,,9,1,ordinal,False
девятой,dative,feminine,,9,1,ordinal,False
девятому,dative,neuter,,9,1,ordinal,False
девятым,dative,,plural,9,1,ordinal,False
девятый,accusative,masculine,,9,1,ordinal,False
девятую,accusative,feminine,,9,1,ordinal,False
девятое,accusative,neuter,,9,1,ordinal,False
девятые,accusative,,plural,9,1,ordinal,False
девятым,instrumental,masculine,,9,1,ordinal,False
девятой,instrumental,feminine,,9,1,ordinal,False
девятым,instrumental,neuter,,9,1,ordinal,False
девятыми,instrumental,,plural,9,1,ordinal,False
девятом,prepositional,masculine,,9,1,ordinal,False
девятой,prepositional,feminine,,9,1,ordinal,False
девятом,prepositional,neuter,,9,1,ordinal,False
девятых,prepositional,,plural,9,1,ordinal,False
девятеро,nominative,,,9,1,collective,False
девятерых,genetive,,,9,1,collective,False
девятерым,dative,,,9,1,collective,False
девятерых,accusative,,,9,1,collective,False
девятерыми,instrumental,,,9,1,collective,False
девятерых,prepositional,,,9,1,collective,False
десять,nominative,,,10,1,cardinal,False
десяти,genetive,,,10,1,cardinal,False
десяти,dative,,,10,1,cardinal,False
десять,accusative,,,10,1,cardinal,False
десятью,instrumental,,,10,1,cardinal,False
десяти,prepositional,,,10,1,cardinal,False
десятый,nominative,masculine,,10,1,ordinal,False
десятая,nominative,feminine,,10,1,ordinal,False
десятое,nominative,neuter,,10,1,ordinal,False
десятые,nominative,,plural,10,1,ordinal,False
десятого,genetive,masculine,,10,1,ordinal,False
десятой,genetive,feminine,,10,1,ordinal,False
десятого,genetive,neuter,,10,1,ordinal,False
десятых,genetive,,plural,10,1,ordinal,False
десятому,dative,masculine,,10,1,ordinal,False
десятой,dative,feminine,,10,1,ordinal,False
десятому,dative,neuter,,10,1,ordinal,False
десятым,dative,,plural,10,1,ordinal,False
десятый,accusative,masculine,,10,1,ordinal,False
десятую,accusative,feminine,,10,1,ordinal,False
десятое,accusative,neuter,,10,1,ordinal,False
десятые,accusative,,plural,10,1,ordinal,False
десятым,instrumental,masculine,,10,1,ordinal,False
десятой,instrumental,feminine,,10,1,ordinal,False
десятым,instrumental,neuter,,10,1,ordinal,False
десятыми,instrumental,,plural,10,1,ordinal,False
десятом,prepositional,masculine,,10,1,ordinal,False
десятой,prepositional,feminine,,10,1,ordinal,False
десятом,prepositional,neuter,,10,1,ordinal,False
десятых,prepositional,,plural,10,1,ordinal,False
одиннадцать,nominative,,,11,1,cardinal,False
одиннадцати,genetive,,,11,1,cardinal,False
одиннадцати,dative,,,11,1,cardinal,False
одиннадцать,accusative,,,11,1,cardinal,False
одиннадцатью,instrumental,,,11,1,cardinal,False
одиннадцати,prepositional,,,11,1,cardinal,False
одиннадцатый,nominative,masculine,,11,1,ordinal,False
одиннадцатая,nominative,feminine,,11,1,ordinal,False
одиннадцатое,nominative,neuter,,11,1,ordinal,False
одиннадцатые,nominative,,plural,11,1,ordinal,False
одиннадцатого,genetive,masculine,,11,1,ordinal,False
одиннадцатой,genetive,feminine,,11,1,ordinal,False
одиннадцатого,genetive,neuter,,11,1,ordinal,False
одиннадцатых,genetive,,plural,11,1,ordinal,False
одиннадцатому,dative,masculine,,11,1,ordinal,False
одиннадцатой,dative,feminine,,11,1,ordinal,False
одиннадцатому,dative,neuter,,11,1,ordinal,False
одиннадцатым,dative,,plural,11,1,ordinal,False
одиннадцатый,accusative,masculine,,11,1,ordinal,False
одиннадцатую,accusative,feminine,,11,1,ordinal,False
одиннадцатое,accusative,neuter,,11,1,ordinal,False
одиннадцатые,accusative,,plural,11,1,ordinal,False
одиннадцатым,instrumental,masculine,,11,1,ordinal,False
одиннадцатой,instrumental,feminine,,11,1,ordinal,False
одиннадцатым,instrumental,neuter,,11,1,ordinal,False
одиннадцатыми,instrumental,,plural,11,1,ordinal,False
одиннадцатом,prepositional,masculine,,11,1,ordinal,False
одиннадцатой,prepositional,feminine,,11,1,ordinal,False
одиннадцатом,prepositional,neuter,,11,1,ordinal,False
одиннадцатых,prepositional,,plural,11,1,ordinal,False
двенадцать,nominative,,,12,1,cardinal,False
двенадцати,genetive,,,12,1,cardinal,False
двенадцати,dative,,,12,1,cardinal,False
двенадцать,accusative,,,12,1,cardinal,False
двенадцатью,instrumental,,,12,1,cardinal,False
двенадцати,prepositional,,,12,1,cardinal,False
двенадцатый,nominative,masculine,,12,1,ordinal,False
двенадцатая,nominative,feminine,,12,1,ordinal,False
двенадцатое,nominative,neuter,,12,1,ordinal,False
двенадцатые,nominative,,plural,12,1,ordinal,False
двенадцатого,genetive,masculine,,12,1,ordinal,False
двенадцатой,genetive,feminine,,12,1,ordinal,False
двенадцатого,genetive,neuter,,12,1,ordinal,False
двенадцатых,genetive,,plural,12,1,ordinal,False
двенадцатому,dative,masculine,,12,1,ordinal,False
двенадцатой,dative,feminine,,12,1,ordinal,False
двенадцатому,dative,neuter,,12,1,ordinal,False
двенадцатым,dative,,plural,12,1,ordinal,False
двенадцатый,accusative,masculine,,12,1,ordinal,False
двенадцатую,accusative,feminine,,12,1,ordinal,False
двенадцатое,accusative,neuter,,12,1,ordinal,False
двенадцатые,accusative,,plural,12,1,ordinal,False
двенадцатым,instrumental,masculine,,12,1,ordinal,False
двенадцатой,instrumental,feminine,,12,1,ordinal,False
двенадцатым,instrumental,neuter,,12,1,ordinal,False
двенадцатыми,instrumental,,plural,12,1,ordinal,False
двенадцатом,prepositional,masculine,,12,1,ordinal,False
двенадцатой,prepositional,feminine,,12,1,ordinal,False
двенадцатом,prepositional,neuter,,12,1,ordinal,False
двенадцатых,prepositional,,plural,12,1,ordinal,False
тринадцать,nominative,,,13,1,cardinal,False
тринадцати,genetive,,,13,1,cardinal,False
тринадцати,dative,,,13,1,cardinal,False
тринадцать,accusative,,,13,1,cardinal,False
тринадцатью,instrumental,,,13,1,cardinal,False
тринадцати,prepositional,,,13,1,cardinal,False
тринадцатый,nominative,masculine,,13,1,ordinal,False
тринадцатая,nominative,feminine,,13,1,ordinal,False
тринадцатое,nominative,neuter,,13,1,ordinal,False
тринадцатые,nominative,,plural,13,1,ordinal,False
тринадцатого,genetive,masculine,,13,1,ordinal,False
тринадцатой,genetive,feminine,,13,1,ordinal,False
тринадцатого,genetive,neuter,,13,1,ordinal,False
тринадцатых,genetive,,plural,13,1,ordinal,False
тринадцатому,dative,masculine,,13,1,ordinal,False
тринадцатой,dative,feminine,,13,1,ordinal,False
тринадцатому,dative,neuter,,13,1,ordinal,False
тринадцатым,dative,,plural,13,1,ordinal,False
тринадцатый,accusative,masculine,,13,1,ordinal,False
тринадцатую,accusative,feminine,,13,1,ordinal,False
тринадцатое,accusative,neuter,,13,1,ordinal,False
тринадцатые,accusative,,plural,13,1,ordinal,False
тринадцатым,instrumental,masculine,,13,1,ordinal,False
тринадцатой,instrumental,feminine,,13,1,ordinal,False
тринадцатым,instrumental,neuter,,13,1,ordinal,False
тринадцатыми,instrumental,,plural,13,1,ordinal,False
тринадцатом,prepositional,masculine,,13,1,ordinal,False
тринадцатой,prepositional,feminine,,13,1,ordinal,False
тринадцатом,prepositional,neuter,,13,1,ordinal,False
тринадцатых,prepositional,,plural,13,1,ordinal,False
четырнадцать,nominative,,,14,1,cardinal,False
четырнадцати,genetive,,,14,1,cardinal,False
четырнадцати,dative,,,14,1,cardinal,False
четырнадцать,accusative,,,14,1,cardinal,False
четырнадцатью,instrumental,,,14,1,cardinal,False
четырнадцати,prepositional,,,14,1,cardinal,False
четырнадцатый,nominative,masculine,,14,1,ordinal,False
четырнадцатая,nominative,feminine,,14,1,ordinal,False
четырнадцатое,nominative,neuter,,14,1,ordinal,False
четырнадцатые,nominative,,plural,14,1,ordinal,False
четырнадцатого,genetive,masculine,,14,1,ordinal,False
четырнадцатой,genetive,feminine,,14,1,ordinal,False
четырнадцатого,genetive,neuter,,14,1,ordinal,False
четырнадцатых,genetive,,plural,14,1,ordinal,False
четырнадцатому,dative,masculine,,14,1,ordinal,False
четырнадцатой,dative,feminine,,14,1,ordinal,False
четырнадцатому,dative,neuter,,14,1,ordinal,False
четырнадцатым,dative,,plural,14,1,ordinal,False
четырнадцатый,accusative,masculine,,14,1,ordinal,False
четырнадцатую,accusative,feminine,,14,1,ordinal,False
четырнадцатое,accusative,neuter,,14,1,ordinal,False
четырнадцатые,accusative,,plural,14,1,ordinal,False
четырнадцатым,instrumental,masculine,,14,1,ordinal,False
четырнадцатой,instrumental,feminine,,14,1,ordinal,False
четырнадцатым,instrumental,neuter,,14,1,ordinal,False
четырнадцатыми,instrumental,,plural,14,1,ordinal,False
четырнадцатом,prepositional,masculine,,14,1,ordinal,False
четырнадцатой,prepositional,feminine,,14,1,ordinal,False
четырнадцатом,prepositional,neuter,,14,1,ordinal,False
четырнадцатых,prepositional,,plural,14,1,ordinal,False
пятнадцать,nominative,,,15,1,cardinal,False
пятнадцати,genetive,,,15,1,cardinal,False
пятнадцати,dative,,,15,1,cardinal,False
пятнадцать,accusative,,,15,1,cardinal,False
пятнадцатью,instrumental,,,15,1,cardinal,False
пятнадцати,prepositional,,,15,1,cardinal,False
пятнадцатый,nominative,masculine,,15,1,ordinal,False
пятнадцатая,nominative,feminine,,15,1,ordinal,False
пятнадцатое,nominative,neuter,,15,1,ordinal,False
пятнадцатые,nominative,,plural,15,1,ordinal,False
пятнадцатого,genetive,masculine,,15,1,ordinal,False
пятнадцатой,genetive,feminine,,15,1,ordinal,False
пятнадцатого,genetive,neuter,,15,1,ordinal,False
пятнадцатых,genetive,,plural,15,1,ordinal,False
пятнадцатому,dative,masculine,,15,1,ordinal,False
пятнадцатой,dative,feminine,,15,1,ordinal,False
пятнадцатому,dative,neuter,,15,1,ordinal,False
пятнадцатым,dative,,plural,15,1,ordinal,False
пятнадцатый,accusative,masculine,,15,1,ordinal,False
пятнадцатую,accusative,feminine,,15,1,ordinal,False
пятнадцатое,accusative,neuter,,15,1,ordinal,False
пятнадцатые,accusative,,plural,15,1,ordinal,False
пятнадцатым,instrumental,masculine,,15,1,ordinal,False
пятнадцатой,instrumental,feminine,,15,1,ordinal,False
пятнадцатым,instrumental,neuter,,15,1,ordinal,False
пятнадцатыми,instrumental,,plural,15,1,ordinal,False
пятнадцатом,prepositional,masculine,,15,1,ordinal,False
пятнадцатой,prepositional,feminine,,15,1,ordinal,False
пятнадцатом,prepositional,neuter,,15,1,ordinal,False
пятнадцатых,prepositional,,plural,15,1,ordinal,False
шестнадцать,nominative,,,16,1,cardinal,False
шестнадцати,genetive,,,16,1,cardinal,False
шестнадцати,dative,,,16,1,cardinal,False
шестнадцать,accusative,,,16,1,cardinal,False
шестнадцатью,instrumental,,,16,1,cardinal,False
шестнадцати,prepositional,,,16,1,cardinal,False
шестнадцатый,nominative,masculine,,16,1,ordinal,False
шестнадцатая,nominative,feminine,,16,1,ordinal,False
шестнадцатое,nominative,neuter,,16,1,ordinal,False
шестнадцатые,nominative,,plural,16,1,ordinal,False
шестнадцатого,genetive,masculine,,16,1,ordinal,False
шестнадцатой,genetive,feminine,,16,1,ordinal,False
шестнадцатого,genetive,neuter,,16,1,ordinal,False
шестнадцатых,genetive,,plural,16,1,ordinal,False
шестнадцатому,dative,masculine,,16,1,ordinal,False
шестнадцатой,dative,feminine,,16,1,ordinal,False
шестнадцатому,dative,neuter,,16,1,ordinal,False
